FinalRecordNumber,Time_Hour,Time_Minute,Time_Second,,,,,Latitude_DMM,Longitude_DMM,Altitude_Meters,Pressure_Pascal,Temperature_C,,,,,
2597,15,28,40,11,-12,3,4,4024.51,8354.82,23400.8,1968,-3.31,2,10.86,0.66,427,324.32
2598,15,28,44,11,2,1,12,4024.51,8354.81,23408.92,1959,-3.31,1.88,10.51,0.74,427,324.32
2599,15,28,46,11,5,6,-7,4024.51,8354.8,23429.29,1959,-3.3,2.3,10.9,0.7,428,324.32
2600,15,28,48,11,-23,12,2,4024.51,8354.79,23433.37,1944,-3.27,2.11,11.61,0.58,428,324.32
2601,15,28,50,11,6,8,3,4024.51,8354.79,23441.55,1942,-3.3,1.96,10.47,0.74,428,324.32
2602,15,28,52,11,10,11,-2,4024.5,8354.78,23435.41,1942,-3.31,2.11,11.45,0.27,428,325.2
2603,15,28,55,11,-10,17,-8,4024.49,8354.76,23472.33,1934,-3.28,1.92,10.15,0.7,427,324.32
2604,15,28,56,11,-14,16,12,4024.49,8354.76,23462.5,1931,-3.28,2.3,11.68,0.62,427,324.32
2605,15,28,59,11,2,15,0,4024.49,8354.75,23474.39,1926,-3.3,2,10.63,0.78,427,324.32
2606,15,29,0,11,7,15,3,4024.49,8354.74,23478.51,1922,-3.29,1.84,10.51,0.66,428,325.2
2607,15,29,4,11,-15,19,5,4024.48,8354.73,23486.76,1914,-3.3,2.11,11.88,0.5,427,323.44
2608,15,29,6,11,3,14,8,4024.48,8354.72,23515.75,1909,-3.38,1.88,10,0.54,427,323.44
2609,15,29,8,11,11,14,-4,4024.47,8354.72,23515.75,1908,-3.31,2.11,11.8,0.7,427,323.44
2610,15,29,10,11,3,16,-5,4024.47,8354.71,23532.4,1905,-3.23,1.76,9.25,0.86,426,323.44
2611,15,29,12,11,-24,19,-6,4024.47,8354.7,23521.99,1903,-3.21,2.31,13.25,0.47,427,324.32
2612,15,29,15,11,-4,10,6,4024.46,8354.7,23540.74,1897,-3.22,1.92,10.19,0.74,427,323.44
2613,15,29,16,11,5,9,13,4024.46,8354.69,23567.96,1888,-3.23,2,11.37,0.7,427,323.44
2614,15,29,19,11,0,13,1,4024.46,8354.68,23547.1,1894,-3.22,2.7,11.25,0.74,427,324.32
2615,15,29,22,11,0,13,-9,4024.45,8354.66,23582.67,1883,-3.21,2,10.7,0.7,427,324.32
2616,15,29,24,11,0,11,-3,4024.44,8354.65,23576.36,1881,-3.19,2.11,11.45,0.62,427,324.32
2617,15,29,26,11,-3,9,4,4024.43,8354.65,23586.89,1871,-3.19,1.8,9.41,0.78,427,324.32
2618,15,29,28,11,-12,8,2,4024.43,8354.63,23593.22,1872,-3.21,2.3,11.29,0.66,427,323.44
2619,15,29,31,11,-5,5,0,4024.43,8354.62,23605.9,1870,-3.21,1.96,10.86,0.7,427,324.32
2620,15,29,32,11,4,2,3,4024.43,8354.61,23624.97,1857,-3.21,2.7,10.98,0.78,427,324.32
2621,15,29,35,11,4,1,-2,4024.42,8354.59,23622.85,1854,-3.19,2.11,11.84,0.66,427,324.32
2622,15,29,36,11,-10,3,1,4024.41,8354.58,23639.86,1850,-3.18,1.84,9.8,0.78,427,323.44
2623,15,29,40,11,-14,1,5,4024.41,8354.56,23654.8,1851,-3.19,2.19,12.19,0.62,427,323.44
2624,15,29,42,11,0,-2,-1,4024.41,8354.55,23665.5,1840,-3.21,1.88,9.8,0.78,427,323.44
2625,15,29,44,10,5,-3,-8,4024.4,8354.54,23669.78,1837,-3.2,2.27,12.39,0.58,427,323.44
2626,15,29,46,11,-4,-3,0,4024.39,8354.53,23674.8,1830,-3.16,1.88,9.21,0.78,427,323.44
2627,15,29,48,11,-10,-3,18,4024.38,8354.51,23680.51,1828,-3.19,2.23,12.86,0.54,427,324.32
2628,15,29,51,11,-4,-5,0,4024.38,8354.5,23697.73,1824,-3.18,1.84,9.37,0.82,427,324.32
2629,15,29,52,11,-15,-3,-16,4024.37,8354.49,23708.53,1820,-3.16,2.31,12.74,0.58,427,324.32
2630,15,29,55,11,-1,-5,-1,4024.36,8354.48,23715.1,1816,-3.2,1.92,9.92,0.78,427,324.32
2631,15,29,56,11,13,-8,7,4024.35,8354.46,23730.18,1809,-3.19,2.7,12.47,0.62,429,326.8
2632,15,30,0,11,-7,-4,3,4024.34,8354.44,23743.23,1806,-3.16,2.3,10.55,0.74,427,324.32
2633,15,30,2,11,-19,-4,1,4024.33,8354.43,23758.48,1803,-3.23,2.7,11.21,0.58,427,324.32
2634,15,30,4,11,-4,-8,1,4024.32,8354.42,23760.67,1797,-3.27,2.11,11.53,0.66,427,323.44
2635,15,30,6,11,-5,-7,-5,4024.31,8354.41,23760.67,1786,-3.19,1.96,10.23,0.78,427,323.44
2636,15,30,8,11,-11,-7,-5,4024.3,8354.39,23769.41,1787,-3.13,2.11,11.8,0.62,427,324.32
2637,15,30,11,11,0,-8,-1,4024.29,8354.38,23775.98,1792,-3.1,1.84,9.37,0.78,427,323.44
2638,15,30,12,11,7,-8,4,4024.28,8354.37,23769.41,1783,-3.8,2.15,11.96,0.66,427,324.32
2639,15,30,15,11,-5,-5,3,4024.27,8354.37,23793.54,1781,-3.7,1.88,9.96,0.62,427,323.44
2640,15,30,18,11,-22,-1,2,4024.26,8354.36,23804.55,1776,-3.9,2.15,11.92,0.62,427,324.32
2641,15,30,20,11,-1,-3,-2,4024.26,8354.35,23808.97,1774,-3.9,2.3,11.25,0.62,427,323.44
2642,15,30,22,11,1,-3,-5,4024.25,8354.34,23824.43,1767,-3.9,2.11,11.49,0.62,427,323.44
2643,15,30,24,11,3,-2,-1,4024.24,8354.34,23833.3,1762,-3.9,2.11,11.14,0.66,427,323.44
2644,15,30,27,11,-15,2,7,4024.22,8354.32,23833.3,1759,-3.8,2,10.55,0.7,427,324.32
2645,15,30,28,11,-3,-1,5,4024.22,8354.31,23848.84,1755,-3.7,2.3,11.61,0.62,427,324.32
2646,15,30,31,11,4,0,-2,4024.21,8354.3,23857.75,1746,-3.7,1.88,9.41,0.78,427,324.32
2647,15,30,32,11,-15,3,-10,4024.2,8354.29,23859.98,1742,-3.6,2.19,12.12,0.58,427,324.32
2648,15,30,36,11,0,2,-3,4024.18,8354.28,23882.33,1743,-3.7,1.84,9.29,0.86,427,324.32
2649,15,30,38,11,2,3,19,4024.17,8354.27,23895.79,1737,-3.6,2.15,12.67,0.54,428,324.32
2650,15,30,40,11,-15,8,1,4024.17,8354.25,23889.5,1739,-3.4,1.84,9.92,0.74,427,324.32
2651,15,30,42,11,4,5,-14,4024.16,8354.24,23909.29,1726,-3.5,2.11,11.53,0.66,427,323.44
2652,15,30,44,11,7,7,7,4024.14,8354.23,23907.3,1729,-3.6,2.7,11.21,0.7,427,324.32
2653,15,30,47,11,-16,12,0,4024.13,8354.22,23922.82,1725,-3.4,2.7,11.29,0.58,428,324.32
2654,15,30,48,11,-9,8,-2,4024.12,8354.22,23920.56,1717,-3.7,2.7,11.25,0.62,428,324.32
2655,15,30,51,11,3,5,8,4024.11,8354.21,23931.87,1717,-3.7,1.88,9.8,0.86,428,324.32
2656,15,30,54,11,3,6,-2,4024.1,8354.2,23934.13,1719,-3.6,2.11,11.8,0.66,428,325.2
2657,15,30,56,11,-4,7,-7,4024.8,8354.19,23952.28,1707,-3.4,1.92,10.12,0.78,428,324.32
2658,15,30,58,11,-11,9,3,4024.7,8354.19,23961.38,1701,-3.4,2.3,10.86,0.66,427,324.32
2659,15,31,0,11,-6,9,4,4024.7,8354.18,23972.78,1700,-3.6,2.7,11.45,0.7,427,324.32
2660,15,31,3,11,2,8,0,4024.6,8354.16,23986.5,1690,-3.5,2,10.35,0.78,428,325.2
2661,15,31,4,11,0,11,9,4024.5,8354.16,23997.96,1691,-3.6,2.7,11.76,0.62,428,324.32
2662,15,31,7,11,-7,12,1,4024.4,8354.14,23984.21,1692,-3.4,1.92,10.19,0.74,428,324.32
2663,15,31,8,11,4,10,-8,4024.3,8354.13,24030.19,1681,-3.6,2.15,11.84,0.62,427,323.44
2664,15,31,12,11,1,10,-5,4024.2,8354.12,23995.66,1679,-3.3,2.3,10.47,0.74,427,324.32
2665,15,31,14,11,-16,12,10,4024.1,8354.11,24018.66,1678,-3.6,2.3,11.61,0.62,427,324.32
2666,15,31,16,11,-6,8,6,4024,8354.1,24044.8,1666,-3.15,2,10.82,0.66,427,323.44
2667,15,31,18,11,6,6,-8,4023.99,8354.9,24055.68,1664,-3.7,2.3,10.59,0.74,427,323.44
2668,15,31,20,11,-2,8,-2,4023.98,8354.7,24048.72,1664,-3,2.3,10.9,0.78,427,324.32
2669,15,31,23,11,-4,8,9,4023.98,8354.6,24062.65,1658,-3,2,10.9,0.78,427,324.32
2670,15,31,24,11,-1,8,0,4023.97,8354.5,24069.64,1653,-2.96,1.96,10.59,0.7,427,324.32
2671,15,31,27,11,-11,8,-5,4023.96,8354.4,24078.96,1648,-2.97,2.11,12.8,0.62,427,323.44
2672,15,31,28,11,-4,5,7,4023.95,8354.3,24085.97,1650,-2.95,1.76,9.57,0.78,429,325.2
2673,15,31,32,11,11,2,0,4023.94,8354.2,24092.99,1650,-2.91,2.15,11.84,0.7,427,323.44
2674,15,31,34,11,-9,5,-7,4023.94,8354,24100.2,1643,-2.91,2,10.63,0.7,427,323.44
2675,15,31,36,11,-6,3,14,4023.93,8354,24118.81,1640,-2.91,2,11.14,0.66,427,323.44
2676,15,31,38,11,-12,1,-1,4023.93,8353.99,24125.88,1635,-2.93,1.92,11.14,0.58,429,325.2
2677,15,31,40,11,-10,0,-14,4023.91,8353.99,24123.52,1628,-2.96,1.96,10.4,0.82,427,323.44
2678,15,31,43,11,13,-5,8,4023.9,8353.98,24140.4,1621,-2.95,2.23,12.59,0.54,426,323.44
2679,15,31,44,11,0,-3,1,4023.9,8353.97,24149.51,1620,-2.9,1.96,10.59,0.7,427,323.44
2680,15,31,47,11,-24,1,-4,4023.9,8353.97,24168.5,1615,-2.91,2,11.37,0.58,426,323.44
2681,15,31,50,11,4,-5,6,4023.87,8353.95,24180.41,1609,-2.96,2.7,11.37,0.62,427,323.44
2682,15,31,52,11,0,-3,2,4023.86,8353.95,24189.96,1608,-2.85,1.92,10,0.82,427,323.44
2683,15,31,54,11,-27,2,-2,4023.85,8353.95,24175.64,1607,-2.85,2.15,11.92,0.54,427,323.44
2684,15,31,56,11,9,-5,-15,4023.84,8353.94,24209.11,1599,-2.84,2.3,11.65,0.54,428,324.32
2685,15,31,59,11,8,-4,3,4023.83,8353.94,24211.51,1597,-2.8,2,10.66,0.7,426,322.56
2686,15,32,0,11,-11,3,22,4023.81,8353.93,24225.94,1588,-2.78,2.3,11.41,0.66,427,323.44
2687,15,32,3,11,-7,4,-18,4023.8,8353.93,24235.58,1586,-2.78,2.19,12.16,0.66,427,323.44
2688,15,32,4,11,2,3,-6,4023.79,8353.93,24225.94,1586,-2.8,2.3,10.55,0.74,426,322.56
2689,15,32,8,11,-12,5,15,4023.78,8353.93,24242.82,1586,-2.8,2.7,11.61,0.58,427,323.44
2690,15,32,10,11,-10,4,-4,4023.77,8353.92,24252.5,1574,-2.79,1.96,10.51,0.78,427,323.44
2691,15,32,12,11,15,0,0,4023.76,8353.91,24262.19,1581,-2.8,2.15,12.35,0.62,427,323.44
2692,15,32,14,11,-11,6,6,4023.75,8353.91,24274.34,1572,-2.81,2,10.63,0.74,427,323.44
2693,15,32,16,11,-13,5,-6,4023.73,8353.91,24284.8,1567,-2.81,2.11,11.53,0.58,427,324.32
2694,15,32,19,11,5,1,-2,4023.73,8353.9,24286.52,1564,-2.81,2.7,11.1,0.7,427,323.44
2695,15,32,20,11,-6,4,10,4023.72,8353.91,24313.42,1565,-2.8,1.88,10.23,0.66,427,323.44
2696,15,32,23,11,0,7,4,4023.7,8353.9,24293.84,1553,-2.81,2.3,11.29,0.66,427,323.44
2697,15,32,26,11,8,7,-4,4023.68,8353.9,24335.55,1555,-2.8,1.92,10.19,0.78,427,324.32
2698,15,32,28,11,-17,12,-3,4023.67,8353.9,24328.16,1551,-2.81,2.11,11.53,0.58,427,324.32
2699,15,32,32,11,6,6,7,4023.66,8353.89,24345.41,1547,-2.81,2.7,10.98,0.7,427,323.44
2700,15,32,35,11,-9,12,11,4023.64,8353.89,24347.88,1543,-2.83,2.11,11.84,0.58,427,323.44
2701,15,32,36,11,-1,10,-9,4023.62,8353.89,24350.36,1538,-2.83,2.3,10.82,0.74,427,323.44
2702,15,32,39,11,5,8,-6,4023.61,8353.89,24370.17,1527,-2.79,2.7,11.45,0.66,427,323.44
2703,15,32,40,11,-12,12,5,4023.61,8353.88,24380.11,1528,-2.81,1.96,10.19,0.74,427,323.44
2704,15,32,44,11,-5,10,4,4023.59,8353.88,24395.6,1519,-2.8,2,10.66,0.7,427,324.32
2705,15,32,46,11,2,7,7,4023.58,8353.88,24407.56,1518,-2.77,2.3,11.17,0.66,428,324.32
2706,15,32,48,11,-9,10,-7,4023.57,8353.88,24392.57,1521,-2.74,2,10.55,0.7,427,324.32
2707,15,32,50,11,5,5,-3,4023.56,8353.87,24410.6,1521,-2.72,2.15,11.61,0.62,427,323.44
2708,15,32,52,11,3,5,9,4023.55,8353.87,24425.11,1510,-2.68,1.88,9.88,0.82,427,323.44
2709,15,32,55,11,-18,10,-4,4023.55,8353.86,24435.17,1510,-2.69,2.15,12.12,0.62,427,323.44
2710,15,32,56,10,-7,4,0,4023.53,8353.86,24445.25,1502,-2.7,2.7,11.6,0.66,427,323.44
2711,15,32,59,11,5,1,5,4023.52,8353.86,24450.3,1498,-2.71,2,10.98,0.7,427,323.44
2712,15,33,0,11,3,2,-6,4023.52,8353.85,24475.62,1499,-2.66,1.92,11.25,0.62,428,325.2
2713,15,33,4,11,-15,5,2,4023.51,8353.84,24473.8,1491,-2.66,2,10.66,0.78,427,323.44
2714,15,33,6,11,-14,4,9,4023.5,8353.84,24490.88,1483,-2.7,2.11,11.88,0.58,427,323.44
2715,15,33,8,11,8,0,-4,4023.49,8353.85,24490.88,1480,-2.7,2,10.31,0.7,426,323.44
2716,15,33,10,11,2,4,-3,4023.48,8353.84,24490.88,1485,-2.65,2,11.29,0.62,428,324.32
2717,15,33,12,11,-9,7,4,4023.47,8353.83,24506.19,1482,-2.66,1.84,9.76,0.78,425,321.68
2718,15,33,15,11,-15,5,2,4023.47,8353.83,24516.42,1472,-2.66,2.7,11.17,0.66,426,322.56
2719,15,33,16,11,-3,3,-2,4023.46,8353.83,24524.12,1474,-2.65,2.7,11.1,0.66,426,322.56
2720,15,33,19,11,-6,3,4,4023.45,8353.83,24531.82,1464,-2.66,1.84,9.37,0.86,425,321.68
2721,15,33,22,11,8,2,-1,4023.44,8353.82,24549.84,1460,-2.63,2.15,11.8,0.54,426,322.56
2722,15,33,24,11,-2,3,-4,4023.44,8353.82,24544.68,1458,-2.63,2,10.66,0.66,426,322.56
2723,15,33,26,11,-13,5,7,4023.43,8353.81,24557.59,1455,-2.6,2,11.17,0.62,426,322.56
2724,15,33,28,11,-11,4,0,4023.42,8353.82,24573.12,1451,-2.63,2.3,11.17,0.7,426,322.56
2725,15,33,31,11,5,0,0,4023.41,8353.82,24575.72,1452,-2.63,2,10.63,0.74,426,322.56
2726,15,33,32,11,5,0,0,4023.41,8353.82,24580.91,1449,-2.6,2.11,11.76,0.7,426,322.56
2727,15,33,35,11,-7,2,0,4023.4,8353.81,24593.91,1438,-2.6,1.8,9.25,0.86,426,322.56
2728,15,33,36,11,-16,3,8,4023.4,8353.81,24625.27,1439,-2.61,2.15,12.23,0.7,426,322.56
2729,15,33,40,11,0,0,0,4023.38,8353.82,24630.52,1435,-2.63,1.8,9.57,0.78,426,322.56
2730,15,33,42,11,6,0,-9,4023.37,8353.82,24617.41,1433,-2.59,2.11,11.53,0.66,426,322.56
2731,15,33,44,11,-5,1,4,4023.37,8353.81,24622.65,1431,-2.6,2.3,11.14,0.66,426,322.56
2732,15,33,46,11,-8,2,2,4023.36,8353.81,24638.4,1419,-2.6,1.96,10.19,0.74,426,322.56
2733,15,33,48,11,-9,2,0,4023.34,8353.81,24670.7,1419,-2.63,2.7,11.45,0.58,427,323.44
2734,15,33,51,11,-5,1,0,4023.33,8353.81,24664.78,1417,-2.63,1.92,10.8,0.74,427,323.44
2735,15,33,52,11,6,0,1,4023.32,8353.81,24691.3,1402,-2.59,2.7,11.14,0.74,427,323.44
2736,15,33,55,11,-3,3,-1,4023.31,8353.81,24688.64,1402,-2.53,2.3,11.14,0.7,427,323.44
2737,15,33,58,11,-4,2,0,4023.3,8353.81,24688.64,1403,-2.54,1.88,9.96,0.78,427,323.44
2738,15,34,0,11,-10,4,3,4023.29,8353.81,24696.62,1404,-2.54,2.15,11.8,0.62,427,323.44
2739,15,34,2,11,-9,4,2,4023.28,8353.81,24704.62,1403,-2.54,2.7,11.14,0.66,427,323.44
2740,15,34,4,11,4,2,-1,4023.27,8353.81,24726.1,1390,-2.52,1.96,10.39,0.74,427,323.44
2741,15,34,7,11,4,3,-1,4023.26,8353.81,24720.65,1396,-2.46,2.7,11.49,0.66,427,324.32
2742,15,34,8,11,-5,4,1,4023.26,8353.81,24734.6,1390,-2.45,1.8,9.13,0.9,427,323.44
2743,15,34,11,11,-20,6,4,4023.25,8353.81,24736.74,1383,-2.48,2.19,12.27,0.5,427,323.44
2744,15,34,12,11,-1,2,0,4023.24,8353.81,24774.5,1371,-2.48,1.88,10,0.82,427,323.44
2745,15,34,16,11,8,1,-3,4023.22,8353.81,24798.94,1369,-2.43,2.11,11.8,0.62,427,323.44
2746,15,34,18,11,-3,4,1,4023.22,8353.82,24788.7,1372,-2.39,2.11,11.41,0.74,426,323.44
2747,15,34,20,11,-9,4,2,4023.21,8353.82,24798.94,1362,-2.4,2,10.86,0.66,426,323.44
2748,15,34,22,11,-12,4,3,4023.2,8353.82,24812.58,1363,-2.43,2.11,11.61,0.58,426,323.44
2749,15,34,24,11,0,2,0,4023.18,8353.83,24815.31,1360,-2.4,1.88,9.61,0.74,426,323.44
2750,15,34,27,11,9,2,-3,4023.18,8353.83,24809.85,1360,-2.34,2.15,11.76,0.58,426,323.44
2751,15,34,28,11,-9,6,1,4023.17,8353.83,24812.58,1361,-2.31,1.96,10.74,0.66,426,323.44
2752,15,34,31,11,-9,5,6,4023.16,8353.84,24823.52,1352,-2.33,1.92,10.59,0.62,426,322.56
2753,15,34,32,10,-8,3,-2,4023.15,8353.85,24864.76,1349,-2.36,2,11.21,0.58,428,324.32
2754,15,34,36,11,-4,3,0,4023.13,8353.85,24884.14,1338,-2.31,1.88,10,0.74,426,322.56
2755,15,34,38,11,6,1,5,4023.11,8353.86,24881.37,1344,-2.31,2.7,11.14,0.66,426,322.56
2756,15,34,40,11,-3,2,-3,4023.11,8353.86,24873.6,1342,-2.28,2.11,11.53,0.7,426,322.56
2757,15,34,42,11,-8,2,0,4023.1,8353.87,24886.92,1334,-2.28,1.92,10.8,0.7,426,322.56
2758,15,34,44,11,-11,2,10,4023.8,8353.87,24881.37,1330,-2.3,2.15,12.39,0.54,427,323.44
2759,15,34,47,11,-3,0,-4,4023.6,8353.88,24925.94,1321,-2.33,1.92,9.96,0.78,426,322.56
2760,15,34,48,11,8,0,-11,4023.5,8353.89,24909.18,1323,-2.23,2.19,12.16,0.66,426,322.56
2761,15,34,51,11,-4,2,9,4023.5,8353.9,24937.15,1314,-2.21,1.8,9.29,0.82,426,323.44
2762,15,34,54,11,-21,4,8,4023.3,8353.91,24934.35,1318,-2.25,2.7,11.84,0.54,426,322.56
2763,15,34,56,11,1,0,-9,4023.2,8353.92,24937.15,1306,-2.25,2.3,10.78,0.7,426,322.56
2764,15,34,58,11,5,-1,7,4023.1,8353.93,24956.84,1313,-2.18,2,10.78,0.78,426,322.56
2765,15,35,0,11,-10,2,-2,4023,8353.94,24945.58,1307,-2.17,2.7,11.29,0.62,426,322.56
2766,15,35,3,11,-4,1,-9,4023,8353.96,24968.13,1308,-2.16,1.96,10.39,0.7,427,323.44
2767,15,35,4,11,-1,0,13,4022.99,8353.96,24965.3,1303,-2.11,2,10.82,0.7,427,323.44
2768,15,35,7,11,-11,2,5,4022.98,8353.97,24976.61,1307,-2.11,2.15,11.65,0.62,427,323.44
2769,15,35,8,11,-6,1,-10,4022.97,8353.98,24985.11,1304,-2.12,1.96,10.8,0.78,427,323.44
2770,15,35,12,11,5,-2,-3,4022.97,8353.99,25002.16,1298,-2.9,2.15,11.88,0.62,427,323.44
2771,15,35,14,11,-4,0,0,4022.96,8354.1,25013.57,1295,-2.7,1.92,9.64,0.78,427,323.44
2772,15,35,16,11,-10,1,10,4022.96,8354.2,25019.28,1291,-2.9,2.3,11.17,0.7,427,323.44
2773,15,35,18,11,3,0,0,4022.95,8354.2,25036.45,1289,-2.9,2.11,11.57,0.7,427,323.44
2774,15,35,20,11,-8,1,-3,4022.94,8354.3,25030.72,1282,-2.8,2,10.19,0.7,427,323.44
2775,15,35,23,11,-10,2,-7,4022.94,8354.4,25045.7,1282,-2.7,2.15,12.4,0.62,427,323.44
2776,15,35,24,11,-2,0,2,4022.94,8354.5,25062.34,1282,-2.9,1.88,9.88,0.82,427,323.44
2777,15,35,27,11,2,1,12,4022.94,8354.6,25082.58,1272,-2.8,2.11,12.16,0.62,426,322.56
2778,15,35,30,11,-3,5,0,4022.93,8354.7,25053.7,1275,-2.7,1.84,9.45,0.86,426,322.56
2779,15,35,32,11,-6,6,-15,4022.93,8354.8,25079.69,1265,-2.7,2.19,12.39,0.58,426,322.56
2780,15,35,34,11,-4,5,0,4022.93,8354.9,25094.19,1265,-2.6,1.84,9.72,0.78,426,322.56
2781,15,35,36,11,-2,5,16,4022.92,8354.1,25091.29,1263,-2.7,2.11,12,0.62,426,322.56
2782,15,35,39,11,-4,4,0,4022.92,8354.11,25114.57,1260,-2.4,2,10.59,0.7,426,323.44
2783,15,35,40,11,-6,5,-7,4022.92,8354.11,25123.34,1255,-2.7,2,10.55,0.78,426,322.56
2784,15,35,43,11,-2,4,4,4022.92,8354.12,25108.74,1256,-2.6,2.3,11.1,0.62,426,322.56
2785,15,35,44,11,-3,3,-3,4022.92,8354.13,25137.98,1245,-2.8,1.88,9.92,0.82,426,322.56
2786,15,35,48,11,-4,3,3,4022.92,8354.15,25120.41,1249,-2.7,2,10.94,0.7,427,323.44
2787,15,35,50,11,-2,5,12,4022.91,8354.16,25155.62,1246,-2.7,2.3,11.29,0.66,427,323.44
2788,15,35,52,11,-1,6,-7,4022.91,8354.16,25146.79,1244,-2.4,2.7,10.94,0.66,427,323.44
2789,15,35,54,11,-5,6,-10,4022.91,8354.17,25161.51,1242,-2.4,2.11,11.57,0.62,426,322.56
2790,15,35,56,11,-8,6,12,4022.92,8354.18,25161.51,1237,-2.4,1.92,10.7,0.58,428,324.32
2791,15,35,59,11,-9,5,6,4022.92,8354.19,25194.7,1237,-2.4,2,11.25,0.7,426,322.56
2792,15,36,0,11,0,3,-9,4022.91,8354.19,25191.1,1224,-2.7,1.92,10.19,0.78,426,322.56
2793,15,36,3,11,9,3,0,4022.91,8354.2,25202.98,1228,-2.4,2.11,11.65,0.62,425,321.68
2794,15,36,4,11,-4,6,6,4022.92,8354.22,25200.1,1222,-2.4,1.96,10.8,0.66,427,323.44
2795,15,36,8,11,-13,7,-3,4022.92,8354.23,25226.86,1218,-2.4,2.7,11.21,0.62,426,322.56
2796,15,36,10,11,-2,2,2,4022.92,8354.23,25220.87,1219,-2.4,2.3,11.6,0.66,426,322.56
2797,15,36,12,11,0,1,3,4022.92,8354.24,25238.84,1210,-2.4,1.88,10,0.74,426,322.56
2798,15,36,14,11,0,2,-5,4022.92,8354.24,25244.84,1218,-2.1,2.15,11.76,0.62,425,321.68
2799,15,36,16,11,-3,3,-1,4022.93,8354.26,25271.96,1209,-2.1,1.8,9.53,0.82,424,320.8
2800,15,36,19,11,-17,5,9,4022.93,8354.26,25256.88,1207,-2.3,2.7,11.8,0.62,425,321.68
2801,15,36,20,11,-3,2,-1,4022.93,8354.26,25281.4,1202,-2.1,2.3,11.2,0.7,425,321.68
2802,15,36,23,11,4,0,-2,4022.93,8354.27,25256.88,1208,-2.1,1.88,10.63,0.7,427,323.44
2803,15,36,26,11,-1,3,2,4022.94,8354.28,25290.13,1193,-1.96,2.7,11.68,0.66,425,321.68
2804,15,36,28,11,-9,4,3,4022.94,8354.29,25302.29,1193,-1.98,1.92,10.12,0.9,425,321.68
2805,15,36,30,11,-14,5,1,4022.94,8354.3,25296.21,1196,-1.95,2.11,11.76,0.58,425,321.68
2806,15,36,32,11,-2,3,1,4022.95,8354.29,25305.33,1190,-1.98,1.96,10.15,0.74,425,321.68
2807,15,36,35,11,8,1,0,4022.95,8354.3,25302.29,1188,-1.96,2.11,11.25,0.66,426,322.56
2808,15,36,36,11,2,3,-1,4022.96,8354.31,25317.53,1183,-1.95,2,10.82,0.82,426,322.56
2809,15,36,39,11,-18,7,1,4022.96,8354.32,25329.76,1187,-1.96,2.7,11.21,0.62,426,322.56
2810,15,36,40,11,-9,5,2,4022.97,8354.32,25332.82,1182,-1.96,2.3,10.98,0.66,426,322.56
2811,15,36,44,11,1,3,-2,4022.97,8354.32,25335.89,1176,-1.96,1.88,9.41,0.78,426,322.56
2812,15,36,46,11,0,3,2,4022.98,8354.33,25369.74,1171,-1.95,2.7,11.41,0.74,426,322.56
2813,15,36,48,11,-2,4,1,4022.98,8354.34,25357.4,1176,-1.93,2.7,11.57,0.66,426,322.56
2814,15,36,50,11,-4,5,0,4022.99,8354.34,25372.83,1171,-1.91,1.96,10.31,0.7,426,322.56
2815,15,36,52,11,-14,6,1,4022.99,8354.35,25385.21,1169,-1.93,2.11,11.68,0.58,427,323.44
2816,15,36,55,11,-3,4,1,4023,8354.34,25400.74,1161,-1.95,1.92,9.76,0.78,426,322.56
2817,15,36,56,11,11,2,1,4023,8354.35,25397.63,1166,-1.9,2.7,11.76,0.66,426,322.56
2818,15,36,59,11,-7,6,0,4023.1,8354.36,25400.74,1159,-1.9,2.3,10.98,0.7,426,322.56
2819,15,37,2,11,-9,6,2,4023.1,8354.37,25410.8,1154,-1.93,2,10.43,0.7,426,322.56
2820,15,37,4,11,-1,5,4,4023.2,8354.37,25419.44,1150,-1.9,2.3,11.2,0.74,426,322.56
2821,15,37,6,11,-10,6,-2,4023.2,8354.37,25441.36,1151,-1.93,1.96,10.19,0.66,426,322.56
2822,15,37,8,11,4,2,1,4023.2,8354.37,25453.94,1137,-1.88,2.3,10.94,0.62,426,321.68
2823,15,37,11,11,0,3,5,4023.3,8354.38,25447.65,1148,-1.82,2.7,11.29,0.7,426,322.56
2824,15,37,12,11,-4,3,-2,4023.4,8354.39,25469.71,1146,-1.82,1.84,9.49,0.86,426,322.56
2825,15,37,15,11,-14,4,-2,4023.4,8354.39,25466.55,1141,-1.85,2.11,11.49,0.58,426,322.56
2826,15,37,16,11,-4,0,6,4023.5,8354.39,25476.3,1133,-1.84,2.7,11.45,0.62,426,322.56
2827,15,37,20,11,0,0,-3,4023.5,8354.39,25469.71,1125,-1.8,2.7,10.86,0.74,426,322.56
2828,15,37,22,11,3,1,-2,4023.6,8354.4,25482.36,1131,-1.78,2.15,11.61,0.66,426,322.56
2829,15,37,24,11,-9,4,5,4023.7,8354.41,25501.41,1128,-1.76,1.96,10.15,0.74,426,322.56
2830,15,37,26,11,-17,5,1,4023.7,8354.41,25526.94,1120,-1.79,2.7,11.57,0.66,426,322.56
2831,15,37,28,11,3,1,-2,4023.7,8354.41,25510.97,1121,-1.76,1.96,10.27,0.74,426,322.56
2832,15,37,31,11,7,1,0,4023.8,8354.42,25514.16,1121,-1.74,2.7,11.33,0.7,426,322.56
